Недела;Ден;Датум;Час;Просторија;Студиска програма;Семестар;предмет;тип на настава;проф/асс;Групи
16;Tuesday;2026-04-14;08:00;02 пред.;Магистер;6;Основи на фармацевтска биотехнологија;Предавање;Проф. д-p Рената Славеска Раички;
16;Tuesday;2026-04-14;09:00;02 пред.;Магистер;6;Основи на фармацевтска биотехнологија;Предавање;Проф. д-p Рената Славеска Раички;
16;Tuesday;2026-04-14;11:00;02 пред.;Магистер;6;Фармацевтска технологија;Предавање;Доц. д-р Љубица Михаилова;
16;Tuesday;2026-04-14;12:00;02 пред.;Магистер;6;Фармацевтска технологија;Предавање;Доц. д-р Љубица Михаилова;
16;Tuesday;2026-04-14;13:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Манчевска (Медицински ф.);
16;Tuesday;2026-04-14;14:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Манчевска (Медицински ф.);
16;Tuesday;2026-04-14;15:00;02 пред.;Магистер;4;Анатомија и физологија;Предавање;Проф. Манчевска (Медицински ф.);
16;Tuesday;2026-04-14;08:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Билјана Бауер Петровска;
16;Tuesday;2026-04-14;09:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Билјана Бауер Петровска;
16;Tuesday;2026-04-14;10:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Билјана Бауер Петровска;
16;Tuesday;2026-04-14;13:00;03 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;;
16;Tuesday;2026-04-14;14:00;03 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;;
16;Tuesday;2026-04-14;15:00;03 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;;
16;Tuesday;2026-04-14;09:00;04 пред.;Лабораториско;6;Лабораториска ендокринологија (изборен);Предавање;Проф. д-р Марија Хиљадникова Бајро;
16;Tuesday;2026-04-14;10:00;04 пред.;Лабораториско;6;Лабораториска ендокринологија (изборен);Предавање;Проф. д-р Марија Хиљадникова Бајро;
16;Tuesday;2026-04-14;13:00;04 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
16;Tuesday;2026-04-14;14:00;04 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
16;Tuesday;2026-04-14;15:00;04 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
16;Tuesday;2026-04-14;17:00;04 пред.;Диететика;4;Општа биохемија и биохемија на храната;Колоквиум 1;Проф. д-р Марија Хиљадникова Бајро;
16;Tuesday;2026-04-14;17:00;04 пред.;Диететика;2;Општа биохемија и биохемија на храната;Колоквиум 1;Проф. д-р Марија Хиљадникова Бајро;
16;Tuesday;2026-04-14;18:00;04 пред.;Диететика;4;Општа биохемија и биохемија на храната;Колоквиум 1;Проф. д-р Марија Хиљадникова Бајро;
16;Tuesday;2026-04-14;18:00;04 пред.;Диететика;2;Општа биохемија и биохемија на храната;Колоквиум 1;Проф. д-р Марија Хиљадникова Бајро;
16;Tuesday;2026-04-14;08:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
16;Tuesday;2026-04-14;09:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
16;Tuesday;2026-04-14;10:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
16;Tuesday;2026-04-14;08:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
16;Tuesday;2026-04-14;09:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
16;Tuesday;2026-04-14;10:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
16;Tuesday;2026-04-14;11:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
16;Tuesday;2026-04-14;12:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
16;Tuesday;2026-04-14;13:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
16;Tuesday;2026-04-14;11:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
16;Tuesday;2026-04-14;12:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
16;Tuesday;2026-04-14;13:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
16;Tuesday;2026-04-14;14:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
16;Tuesday;2026-04-14;11:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
16;Tuesday;2026-04-14;12:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
16;Tuesday;2026-04-14;13:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
16;Tuesday;2026-04-14;14:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
16;Tuesday;2026-04-14;08:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
16;Tuesday;2026-04-14;09:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
16;Tuesday;2026-04-14;10:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
16;Tuesday;2026-04-14;11:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
16;Tuesday;2026-04-14;16:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
16;Tuesday;2026-04-14;17:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
16;Tuesday;2026-04-14;18:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
16;Tuesday;2026-04-14;19:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
16;Tuesday;2026-04-14;13:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
16;Tuesday;2026-04-14;14:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
16;Tuesday;2026-04-14;15:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
16;Tuesday;2026-04-14;16:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
16;Wednesday;2026-04-15;09:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
16;Wednesday;2026-04-15;10:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
16;Wednesday;2026-04-15;11:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
16;Wednesday;2026-04-15;12:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
16;Wednesday;2026-04-15;13:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
16;Wednesday;2026-04-15;08:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
16;Wednesday;2026-04-15;09:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
